  80.00  0.95  0.15298E+10  0.029 305.2  0.53613E+11
  80.50  0.95  0.15392E+10  0.029 305.1  0.53951E+11
  81.00  0.95  0.15487E+10  0.029 305.0  0.54297E+11
  81.50  0.95  0.15584E+10  0.029 304.9  0.54653E+11
  82.00  0.95  0.15683E+10  0.029 304.8  0.55015E+11
  82.50  0.95  0.15783E+10  0.028 304.7  0.55384E+11
  83.00  0.95  0.15884E+10  0.028 304.6  0.55759E+11
  83.50  0.95  0.15986E+10  0.028 304.5  0.56138E+11
  84.00  0.95  0.16087E+10  0.028 304.3  0.56519E+11
  84.50  0.95  0.16187E+10  0.028 304.2  0.56903E+11
  85.00  0.95  0.16287E+10  0.028 304.0  0.57287E+11
  85.50  0.95  0.16385E+10  0.028 303.8  0.57670E+11
  86.00  0.95  0.16481E+10  0.028 303.6  0.58051E+11
  86.50  0.95  0.16574E+10  0.028 303.4  0.58429E+11
  87.00  0.95  0.16664E+10  0.028 303.1  0.58803E+11
  87.50  0.95  0.16751E+10  0.028 302.9  0.59171E+11
  88.00  0.95  0.16834E+10  0.028 302.6  0.59535E+11
  88.50  0.95  0.16913E+10  0.028 302.3  0.59891E+11
  89.00  0.95  0.16988E+10  0.028 301.9  0.60243E+11
  89.50  0.94  0.17059E+10  0.028 301.6  0.60589E+11
  90.00 16.55  0.17126E+10  0.028 301.2  0.60932E+11
